w_bigram,freq
ЩэнхабзэмкIэ унэм,17
министр Къумахуэ,17
зэманым ирихьэлIэу,17
ипэ къихуэу,17
илъэс кIуам,17
Абы лъандэрэ,16
Гуманитар къэхутэныгъэхэмкIэ,16
дзэм къулыкъу,16
етIуанэ Iыхьэм,16
художественнэ унафэщI,16
адыгэ щIалэм,16
теухуауэ щытащ,16
щIыналъэм щыIэ,16
хьэлъагъыр килограмм,16
ящыщ куэдым,16
деж щыIэ,16
федеральнэ инспектор,16
узыфэ зэрыцIалэм,16
Бэрбэч ХьэтIутIэ,16
илъэсым къриубыдэу,16
зэIущIэм къыщыпсэлъащ,16
Москва дэт,16
еджапIэ нэхъыщхьэм,16
иужьрей зэманым,16
ядэлэжьэнымрэ лъэпкъ,16
къэрал куэдым,16
мащIэ дыдэу,16
федеральнэ бюджетым,16
ящыщ куэд,15
хэтащ УФ-м,15
нэгъуэщI щIыпIэхэм,15
унафэм щIэту,15
гъэм жэпуэгъуэм,15
республикэ бюджетым,15
псом япэ,15
жылагъуэ IуэхущIапIэхэм,15
гуп нэхъыщхьэм,15
дунейм къытехьащ,15
акъылыр зыгъэутхъуэ,15
ягу къигъэкIыжащ,15
гъуэгу хозяйствэмкIэ,15
2007 гъэм,15
коронавирус узыфэ,15
Шэджэм къалэм,15
зэхуаку дэлъ,15
нэгъуэщI куэди,15
щIэныгъэ щрагъэгъуэт,15
сом мини,15
абы папщIэ,15
медицинэ IуэхущIапIэхэм,15
къэпщытакIуэ гупым,15
къалэн нэхъыщхьэу,15
Iэмал псори,15
КъБР-м ЦIыхухэр,15
сабийхэм папщIэ,15
Краснодар крайм,14
100 зэрырикъум,14
абы щхьэкIэ,14
Къаныкъуэ Заринэ,14
нэхъыщхьэхэм ящыщщ,14
нэхъ жыджэру,14
район администрацэм,14
гъуазджэхэмкIэ щIыхь,14
Дон Iус,14
управленэу КъБР-м,14
мардэм тету,14
Iуащхьэмахуэ щIыналъэм,14
гупым хэт,14
хабзэхъумэ IэнатIэхэм,14
Казбек къыхигъэщащ,14
къэрал псом,14
къызэрызэрагъэпэщрэ илъэс,14
КъБР-м цIыхухэр,14
нэхъ мыхъуми,14
медалыр къыщихьащ,14
лъэпкъ проектхэм,14
адыгэбзэмрэ литературэмкIэ,14
упщIэхэм жэуап,14
гектар мин,14
псынщIэ дыдэу,14
фIэщыгъэм щIэту,14
Матовников Александр,14
инспектор нэхъыщхьэ,14
тренер нэхъыщхьэу,14
хыхьэ щIыналъэхэм,14
гъэм мэлыжьыхьым,14
курыт щIэныгъэ,14
къызыхэкIа лъэпкъым,14
Къанокъуэ Арсен,14
абы щыщу,13
УнафэщI Къуэдзокъуэ,13
Нало Заур,13
проектхэр гъэзэщIэным,13
I-нэ лIэщIыгъуэм,13
къэрал мэкъумэш,13
ТекIуэныгъэ Иныр,13
Гъэмахуэ Олимп,13
МэшбащIэ Исхьэкъ,13
командэ къыхэхар,13
Дзэлыкъуэ щIыналъэм,13
нэхъ лъапIэ,13
Абыхэм яхэтщ,13
ФIыцIэ Iуфэм,13
клиникэ сымаджэщым,13
узыншагъэм сэкъат,13
2014 гъэм,13
щыгъуазэ ищIащ,13
щIалэ цIыкIур,13
Хэку зауэшхуэр,13
курыт еджапIэр,13
Абы щхьэкIэ,13
фIыуэ зылъагъухэм,13
фIыуэ хэзыщIыкI,13
Егъэджэныгъэмрэ щIэныгъэмкIэ,13
мыхьэнэшхуэ яIэщ,13
КIурашын Анзор,13
Кулиев Къайсын,13
узыншагъэр хъумэным,13
НэщIэпыджэ Замирэ,13
Iуэхухэмрэ жылагъуэ,13
фIыщIэ тхылъхэр,13
ящыщ дэтхэнэми,13
лъэпкъ щэнхабзэм,13
щэнхабзэмкIэ щIыхь,13
фIыуэ зылъагъу,13
НэгъуэщIу жыпIэмэ,13
Iэтащхьэм къыхигъэщащ,13
жыг хадэм,13
ящыщу нэхъ,13
цIыхухэр егъэджэнымкIэ,12
ЩIы хъурейм,12
илъэс зыбжанэкIэ,12
2005 гъэм,12
Iэмал яIэщ,12
ГъэзэщIакIуэ гупым,12
нэхъ лъагэ,12
Управленэу КъБР-м,12
нэхъ гугъу,12
къыхигъэщащ республикэм,12
Къэбэрдей-Балъкъэрым щиIэ,12
еджапIэ №1-м,12
Iуэху еплъыкIэ,12
абы щыпсэу,12
муниципальнэ щIыналъэхэм,12
Iуэхугъуэ куэд,12
Сочэ къалэм,12
Къэбэрдей-Балъкъэр щIыналъэ,12
Апхуэдэу щытми,12
илъэс ныкъуэм,12
Мэлбахъуэ Тимборэ,12
къалэм щекIуэкIащ,12
гъэм елъытауэ,12
гъэ еджэгъуэщIэм,12
пщIэ хуащIу,12
ягу къагъэкIыжащ,12
сурэт щIыным,12
ауэ сытми,12
Шэрэдж районым,12
нэхърэ мынэхъ,12
псалъэм къыхигъэщащ,12
хабзэхъумэ органхэм,12
жылагъуэ лэжьакIуэ,12
Къэхъун Бэч,12
КъуэкIыпIэ Гъунэгъум,12
гъэм гъатхэпэм,12
щIэныгъэ куу,12
къэрал щыпсэу,12
2009 гъэм,12
федеральнэ къулыкъущIапIэм,12
1991 гъэм,12
унафэ ищIащ,12
Махуэ Билал,12
дуней псор,12
иригъэкIуэкIа зэIущIэм,12
Зэхуэсым ФедерацэмкIэ,12
щыхьэт зэрытехъуэмкIэ,12
мэкъумэш хозяйствэмкIэ,12
Iуэхум теухуауэ,12
Къардэн Мурат,12
къыдэкIуэу жыпIэмэ,11
фIыщIэ хуащIащ,11
Урысей МЧС-м,11
фIыуэ ялъагъу,11
Аруан щIыналъэм,11
папщIэ фIыщIэ,11
командэ нэхъыщхьэм,11
пщэрылъ ящищIащ,11
Псом нэхърэ,11
ехьэлIа Iуэхухэм,11
зыр адрейм,11
къыщыпсэлъащ КъБР-м,11
Тэрч къалэм,11
Управленэ нэхъыщхьэу,11
хэлъхьэным теухуауэ,11
Абхъаз Республикэм,11
щIыналъэм щыпсэу,11
турнир таблицэм,11
нэгъуэщI щIыпIэ,11
пIалъэкIэ зыгъэзащIэм,11
къэфакIуэ гупым,11
щэнхабзэмрэ гъуазджэмрэ,11
Май къалэм,11
Абы зэрыжиIамкIэ,11
дыкъэзыухъуреихь дунейр,11
дыщэ медалхэр,11
джэгупIэ губгъуэм,11
Жыласэ Замир,11
гъущI гъуэгу,11
гъэм накъыгъэм,11
дэт къэрал,11
теплъэ зиIэ,11
щIыкIэм тету,11
зэман гъунэгъум,11
тхыдэ щIэныгъэхэм,11
апхуэдэ Iэмал,11
КъБР-м ЩэнхабзэмкIэ,11
Кавказ зауэм,11
зезыхьэ курыт,11
1941 гъэм,11
къэрал академическэ,11
адэжь щIыналъэм,11
КъБР-м къегъэщIылIа,11
къэплъытэ хъунущ,11
гугъу ящIащ,11
егъэджэныгъэмрэ щIэныгъэмкIэ,11
щIэныгъэхэмкIэ кандидат,11
Емуз Нинэ,11
нэгъуэщI щIыналъэхэм,11
нэхъ мащIэщ,11
Шэч хэлъкъым,11
къриубыдэу абы,11
Лъэпкъ гвардием,11
къиуха нэужь,11
хьэрычэт Iуэху,11
мащIэмрэ курытымрэ,11
КъБР-м экономикэ,11
мащIэ хъуащ,11
Сурэтхэр Къарей,11
дыдэхэм ящыщщ,11
Къыхэгъэщын хуейщ,11
зыгъэутхъуэ пкъыгъуэхэмрэ,11
дунейпсо махуэм,11
министр Езауэ,11
Урысей Академием,11
школ кIуэгъуэ,11
куэд дэмыкIыу,11
Псом япэрауэ,11
КъумпIыл Мурат,11
Экономикэ зыужьыныгъэмкIэ,11
домбеякъ медалыр,11
Балъкъыз Артур,11
къызэрызэрагъэпэщрэ илъэси,10
Къумыкъу Iэуес,10
республикэм щыIэ,10
иджы япэу,10
пIалъэм къриубыдэу,10
щIэныгъэ лэжьакIуэ,10
политикэ партым,10
кубокыр къэхьыным,10
Iэтащхьэмрэ Правительствэмрэ,10
гугъу ящI,10
нэхъри нэхъ,10
Къэрал Советым,10
зэIущIэм хэтхэм,10
нэхъ гъунэгъуу,10
Тыркум щыпсэу,10
щытащ икIи,10
нэIэ щIэту,10
хуитыныгъэхэр хъумэнымкIэ,10
жылэм дэт,10
лъабжьэ зыужьыныгъэмкIэ,10
гъуэгу шынагъуэншэхэр,10
унафэр щызехьэнымкIэ,10
зэбгъузэнатIэ мин,10
республикэм щыпсэухэм,10
ЩIэныгъэхэмкIэ Дунейпсо,10
жиIащ КIуэкIуэм,10
куэд лъандэрэ,10
щIыналъэм щыщ,10
республикэм щыпсэу,10
Лъэпкъ библиотекэм,10
Къэбэрдей-Балъкъэрым щыщу,10
нэхъыщхьэу КъБР-м,10
хъугъуэфIыгъуэхэмрэ экологиемкIэ,10
Щомахуэ Залинэ,10
дунейпсо фестивалым,10
зэман кIэщIым,10
нэхъ тынш,10
Асанов Алим,10
Олимп чемпион,10
атлетикэ псынщIэмкIэ,10
псэупIэ-коммунальнэ хозяйствэмкIэ,10
КъэпщытакIуэ гупым,10
гупым хэтхэм,10
Къэрал автоинспекцэм,10
щIыпIэм деж,10
цIыхубэ сурэтыщI,10
щыщу сом,10
лъэныкъуэмкIэ щыIэ,10
Апхуэдэ дыдэу,10
2004 гъэм,10
хуей хъумэ,10
Iэпщэ Александр,10
Тэрч районым,10
жылагъуэ проектхэмкIэ,10
Iэмал зэриIэкIэ,10
Дунейпсо Олимп,10
физическэ щэнхабзэмрэ,10
КIэщIу жыпIэмэ,10
Лондон щекIуэкIа,10
ящыщ зыуэ,10
Гулъытэ хэха,10
нэхъ инхэм,10
иджыри къыздэсым,10
псом щыцIэрыIуэ,10
адыгэ щIалэр,10
кIэух Iыхьэм,10
ФIагъ лъагэ,10
район сымаджэщым,10
суд IуэхущIапIэ,10
щыIэ Адыгэ,10
школ №1-м,10
нэгъуэщI куэдми,10
Iэмал яIащ,10
дохутыр нэхъыщхьэ,10
куэд хъуауэ,10
гъэм къриубыдэу,10
ехьэлIа лэжьыгъэхэр,10
урысейпсо зэхьэзэхуэм,10
ХудожествэхэмкIэ Урысей,9
мыинымрэ курытымрэ,9
метри 2-рэ,9
Ставрополь щIыналъэм,9
гъэм Налшык,9
щрагъэгъуэт IуэхущIапIэхэм,9
гъэ еджэгъуэм,9
2006 гъэм,9
Урысейм ЩIэныгъэхэмкIэ,9
ЗэIущIэр къыщызэIуихым,9
махуэ дыдэм,9
къуажэ администрацэм,9
ДыгъафIэ къалэм,9
къуажэм щыщ,9
эрэм ипэкIэ,9
абы нэхъ,9
урысейпсо зэпеуэм,9
Абы щыхьэт,9
гъэм щэкIуэгъуэм,9
Урысейм щыпсэу,9
гуапэ зэрыхъущи,9
класс зиIэ,9
Республикэм щIыхь,9
нэхъ тэмэму,9
ДыщэкI Аслъэн,9
ЩIыхь тхылъыр,9
сабий клиникэ,9
щекIуэкI зэхьэзэхуэм,9
увыпIэр къихьащ,9
хабзэм къемызэгъыу,9
псалъэ гуапэ,9
щIыналъэм щиIэ,9
Урысей географие,9
муниципальнэ зэгухьэныгъэхэм,9
щIыналъэм щIыпIэ,9
Къэбэрдей-Балъкъэрым щыпсэу,9
Лъэпкъ Iуэхухэмрэ,9
Адыгэбзэ Хасэм,9
цIыхубэ усакIуэ,9
япэ Iыхьэм,9
Къэхъун къуажэм,9
дунейм ехыжа,9
зэIущIэм хэтащ,9
ягу ирихьащ,9
жылагъуэ зэгухьэныгъэхэмрэ,9
куэду зэхэт,9
1943 гъэм,9
дунейпсо махуэр,9
къуэдзэ Къардэн,9
хъуа нэужь,9
Махуэ къэс,9
ухуэныгъэмрэ псэупIэ-коммунальнэ,9
гъэм щыщIэдзауэ,9
Iуэхум хэтащ,9
мэкъумэш университетым,9
ХьэтIохъущыкъуей къуажэм,9
арэзы техъуащ,9
цIэр зэрехьэ,9
Гугъуэт Заремэ,9
зэмылIэужьыгъуэ куэд,9
апхуэдэ щIыкIэкIэ,9
спорт лIэужьыгъуэм,9
КIуэкIуэ Юрий,9
филологие щIэныгъэхэм,9
зэгухьэныгъэм хэт,9
Урысей Федерацэмрэ,9
Шэшэн Республикэм,9
Пушкин Александр,9
мэкъумэш хозяйствэм,9
Мис абы,9
щыIэ Матовников,9
псы Iуфэм,9
IэщэкIэ ЗэщIэузэда,9
муниципальнэ районым,9
апхуэдэ Iуэху,9
удз гъэгъа,9
Хабаров Николай,8
пашэ щыхъуащ,8
лъэпкъ щэнхабзэ,8
Дадэ МуIэед,8
1-м щегъэжьауэ,8
гъэм нэсыху,8
IуэхущIапIэхэм ядэлэжьэнымрэ,8
къыхигъэщащ КIуэкIуэ,8
гектар мини,8
нэмыцэ зэрыпхъуакIуэхэм,8
япэ Iыхьэр,8
нэгу щIэкIа,8
Медведев Дмитрий,8
спортымкIэ щIыхь,8
Адыгэ псалъэм,8
ГъуазджэхэмкIэ Кавказ,8
нэхъыбэ дыдэ,8
балигъ мыхъуахэм,8
сабий садым,8
Шытх Нэхъыщхьэм,8
Абы щыщу,8
Зэхуэсым Зэрызыхуигъэзам,8
кIэух зэIущIэм,8
щыпсэу адыгэхэр,8
сэмэгу лъэныкъуэмкIэ,8
унафэр зезыгъакIуэ,8
IутIыж Борис,8
2013 гъэм,8
Пагуэ Жыраслъэн,8
министр Рахаев,8
100-м щIигъу,8
полномочнэ лIыкIуэм,8
Ростов къалэм,8
къэралхэм щыпсэу,8
къалэ округхэмрэ,8
Ищхъэрэм ГъуазджэхэмкIэ,8
Санкт-Петербург дэт,8
щыщ Iыхьэ,8
Парламентым ЕгъэджэныгъэмкIэ,8
ЗэIущIэм къыщыпсэлъащ,8
узыншагъэ быдэ,8
115-нэ Къэбэрдей-Балъкъэр,8
1-м ирихьэлIэу,8
жиIащ республикэм,8
дэтхэнэ зыри,8
Абы теухуа,8
Къуныжь МуIэед,8
илъэс 25-рэ,8
Совет Союзымрэ,8
Iэмал иIэтэкъым,8
къыгуэхыпIэ имыIэу,8
хъуащ икIи,8
Украинэм щекIуэкI,8
Дзэ Плъыжьым,8
Дзэлыкъуэ районым,8
Кавказ Шытх,8
лъэхъэнэм ипэкIэ,8
Жанатаев Сэлим,8
Апхуэдэу щыхъум,8
Казбек жиIащ,8
зезыхьэ уэрамым,8
абы иужькIэ,8
зэфIэкI зиIэ,8
Нарткъалэ дэт,8
Мэкъумэш хозяйствэмкIэ,8
хъыбарегъащIэ IэнатIэм,8
нэхърэ куэдкIэ,8
Хамэ къэрал,8
мардэхэм тету,8
папщIэ нэхъ,8
Iуащхьэмахуэ районым,8
Адыгэ Академием,8
дэт ЩэнхабзэмкIэ,8
зэIущIэр къыщызэIуихым,8
дунейпсо класс,8
ныбжьыр илъэси,8
цIыхубэ хъыбарегъащIэ,8
къуэдзэ Хъубий,8
псалъэ гуапэхэр,8
урысейпсо зэгухьэныгъэм,8
нэхъыщхьэ дыдэу,8
хэтащ Къэбэрдей-Балъкъэрым,8
къэрал IуэхухэмкIэ,8
Законым зэхъуэкIыныгъэхэр,8
Абы теухуауэ,8
нэхъ гъунэгъу,8
ДыгъафIэ къалэ,8
Псом япэу,8
Кэнжэ къуажэм,8
Iуэху зыIутыр,8
нэхъыщхьэ дыдэхэм,8
къалэм щекIуэкIа,8
ПащIэ Бэчмырзэ,8
социальнэ дэIэпыкъуныгъэмкIэ,8
нэгъуэщI къэрал,8
министру КъБР-м,8
ХьэIупэ ДжэбрэIил,8
гуп къыхэхам,8
Ласицкене Марие,8
зыбжанэ щыIэщ,8
пэтми нэхъ,8
унэтIыныгъэ нэхъыщхьэхэм,8
кIуэцI къулыкъум,8
медицинэ дэIэпыкъуныгъэ,8
Щоджэн Iэминат,8
унафэр зегъэкIуэнымкIэ,8
Лисун Еленэ,8
псалъэ гуапэкIэ,8
УФ-м щIыхь,8
хъумэнымкIэ IэнатIэм,8
гъэхэм екIуэкIа,8
Черкесск къалэм,8
зэIущIэм щытепсэлъыхьащ,8
Сэралъп Мадинэ,7
Сабий творчествэмкIэ,7
дин IуэхущIапIэм,7
федеральнэ проектым,7
сыт хуэдиз,7
мынэхъ мащIэ,7
округым хыхьэ,7
щIэныгъэ-къэхутакIуэ институтым,7
1994 гъэм,7
Зумакулов Борис,7
жэуап зыхь,7
Ауэ щыхъукIэ,7
еджапIэ №2-м,7
Къэрэшей-Шэрджэс Республикэм,7
2020 гъэхэм,7
классым щIэс,7
Иджыри къэс,7
2021 гъэхэм,7
Шэджэм щIыналъэм,7
IэщэкIэ зэщIэузэда,7
Республикэ клиникэ,7
спорт комплексым,7
СурэтыщI гъуазджэхэмкIэ,7
округым щыIэ,7
граждан жылагъуэ,7
Илъэс зыбжанэ,7
жаны бла,7
елъытауэ проценти,7
министр Бэрбэч,7
щыпсэу цIыхухэм,7
спорт школым,7
щIыналъэм щекIуэкI,7
Ипщэ къуажэм,7
Осетие Ищхъэрэм,7
щэнхабзэмрэ спортымрэ,7
лъэпкъ тхыдэм,7
Совет Союзыр,7
1957 гъэм,7
абы нэхърэ,7
иджырей мардэхэм,7
хуейуэ къызолъытэ,7
мурад ищIащ,7
кIэух зэпеуэм,7
гъащIэ псом,7
Къэбэрдей-Балъкъэрым футболымкIэ,7
текIуэдэну мылъкур,7
Мэзкуу дэт,7
муниципальнэ щIыналъэм,7
псэун папщIэ,7
узыншагъэр хъумэн,7
транспортымрэ гъуэгу,7
зэфIэкIа нэужь,7
дунейпсо мыхьэнэ,7
тепсэлъыхьащ КъБР-м,7
гъэм екIуэкIа,7
щекIуэкIа Олимп,7
КIуэкIуэ Валерэ,7
хьэлъагъ елъытауэ,7
Урыс-Кавказ зауэм,7
къэрал программэхэмрэ,7
хьэрычэт IэнатIэ,7
Тэрч къалэ,7
хэтащ Урысей,7
КъБР-м ухуэныгъэмрэ,7
хъыджэбз цIыкIум,7
цIыху щхьэхуэхэм,7
теухуауэ КъБР-м,7
